question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q01712,How would you migrate a high-traffic web application using React under strict memory constraints?,Technical,React,Java|Python,EXP-DATA-MID,Mid,Hard,4,Apply,Situational,8,ESCO.124,ONET.773,technical|react|hard,Low,Low,False,
Q01713,How would you debug a distributed microservices architecture using SaaS with limited budget for cloud resources?,Domain Knowledge,SaaS,SaaS|E-commerce,EXP-FRON-MID,Mid,Expert,5,Understand,Situational,9,ESCO.199,ONET.501,domain knowledge|saas|expert,Low,Low,False,
Q01714,How would you debug a legacy monolithic system using AWS with zero downtime?,Technical,AWS,JavaScript|Java,EXP-PROD-MID,Mid,Hard,4,Understand,Situational,12,ESCO.331,ONET.118,technical|aws|hard,Low,Low,False,Culture
Q01715,How would you optimize an offline-first mobile app backing service using API Design while ensuring 99.99% uptime?,System Design,API Design,API Design|Database Design,EXP-FRON-MID,Mid,Expert,5,Create,Technical,8,ESCO.202,ONET.634,system design|api design|expert,Low,Low,False,
Q01716,How would you scale a legacy monolithic system using Fintech while ensuring 99.99% uptime?,Domain Knowledge,Fintech,Fintech|E-commerce,EXP-DATA-MID,Mid,Medium,3,Remember,Technical,6,ESCO.393,ONET.139,domain knowledge|fintech|medium,Low,Low,False,
Q01717,How would you implement a highly secure payment gateway using Security during a major compliance audit?,System Design,Security,Security|Microservices,EXP-CLOU-SEN,Senior,Hard,4,Remember,Technical,15,ESCO.982,ONET.619,system design|security|hard,Medium,Low,False,
Q01718,How would you refactor a highly secure payment gateway using React with a hard deadline of two weeks?,Technical,React,Node.js|React,EXP-FRON-JUN,Junior,Hard,4,Apply,Case Study,13,ESCO.728,ONET.134,technical|react|hard,Low,Low,False,
Q01719,How would you optimize a latency-sensitive trading platform using EdTech during a major compliance audit?,Domain Knowledge,EdTech,Healthcare|EdTech,EXP-DEVO-JUN,Junior,Hard,4,Understand,Behavioral,5,ESCO.263,ONET.918,domain knowledge|edtech|hard,High,Low,False,
Q01720,How would you design a realtime data pipeline using E-commerce during a major compliance audit?,Domain Knowledge,E-commerce,SaaS|Fintech,EXP-DEVO-JUN,Junior,Hard,4,Remember,Technical,4,ESCO.957,ONET.955,domain knowledge|e-commerce|hard,Medium,Low,False,Gender
Q01721,How would you implement a legacy monolithic system using Java with a hard deadline of two weeks?,Technical,Java,JavaScript|Node.js,EXP-QA E-JUN,Junior,Expert,5,Remember,Case Study,4,ESCO.125,ONET.370,technical|java|expert,Low,Low,False,
Q01722,How would you implement a distributed microservices architecture using API Design with a hard deadline of two weeks?,System Design,API Design,Security|Database Design,EXP-DEVO-JUN,Junior,Expert,5,Analyze,Technical,7,ESCO.164,ONET.146,system design|api design|expert,Low,Low,False,
Q01723,How would you debug a latency-sensitive trading platform using Java with zero downtime?,Technical,Java,Python|Go,EXP-SOFT-SEN,Senior,Medium,3,Understand,Situational,13,ESCO.218,ONET.555,technical|java|medium,Medium,Low,False,
Q01724,How would you implement a high-traffic web application using AWS with limited budget for cloud resources?,Technical,AWS,Java|Python,EXP-CLOU-MID,Mid,Expert,5,Analyze,Behavioral,7,ESCO.776,ONET.937,technical|aws|expert,Low,Low,False,
Q01725,How would you debug a high-traffic web application using Healthcare with limited budget for cloud resources?,Domain Knowledge,Healthcare,Healthcare|SaaS,EXP-DATA-MID,Mid,Medium,3,Analyze,Situational,13,ESCO.583,ONET.714,domain knowledge|healthcare|medium,Low,Low,False,
Q01726,How would you debug a legacy monolithic system using Security while ensuring 99.99% uptime?,System Design,Security,Security|API Design,EXP-SOFT-JUN,Junior,Medium,3,Understand,Behavioral,14,ESCO.334,ONET.502,system design|security|medium,Medium,Low,False,Culture
Q01727,How would you architect a resource-constrained IoT ecosystem using Python during a major compliance audit?,Technical,Python,SQL|Python,EXP-PROD-MID,Mid,Medium,3,Analyze,Case Study,8,ESCO.339,ONET.166,technical|python|medium,Medium,Low,False,
Q01728,How would you troubleshoot a high-traffic web application using JavaScript during a major compliance audit?,Technical,JavaScript,Python|Kubernetes,EXP-BACK-MID,Mid,Expert,5,Create,Situational,7,ESCO.516,ONET.905,technical|javascript|expert,Low,Low,False,
Q01729,How would you debug a latency-sensitive trading platform using API Design with a hard deadline of two weeks?,System Design,API Design,Scalability|API Design,EXP-ML E-SEN,Senior,Hard,4,Evaluate,Case Study,15,ESCO.750,ONET.751,system design|api design|hard,Low,Low,False,
Q01730,How have you handled scope creep while still meeting the original timeline?,Soft Skills,Time Management,Leadership|Adaptability,EXP-SOFT-MID,Mid,Expert,5,Analyze,Behavioral,15,ESCO.173,ONET.555,soft skills|time management|expert,Low,Low,False,Culture
Q01731,Give an example of a time you had to deliver difficult feedback to a colleague.,Soft Skills,Communication,Leadership|Time Management,EXP-FRON-MID,Mid,Easy,2,Remember,Behavioral,10,ESCO.209,ONET.687,soft skills|communication|easy,Medium,Low,False,
Q01732,How would you secure a latency-sensitive trading platform using Java during a major compliance audit?,Technical,Java,Java|AWS,EXP-SOFT-SEN,Senior,Hard,4,Apply,Case Study,10,ESCO.386,ONET.332,technical|java|hard,Low,Low,False,
Q01733,How do you keep distributed team members aligned? Walk me through a real example.,Soft Skills,Communication,Adaptability|Leadership,EXP-FRON-JUN,Junior,Easy,2,Understand,Behavioral,8,ESCO.349,ONET.101,soft skills|communication|easy,Medium,Low,False,
Q01734,Describe a time you had to cut features to ship on time. How did you make that call?,Soft Skills,Time Management,Leadership|Time Management,EXP-BACK-SEN,Senior,Expert,5,Understand,Behavioral,10,ESCO.321,ONET.681,soft skills|time management|expert,Medium,Low,False,
Q01735,How would you implement a latency-sensitive trading platform using Security with a hard deadline of two weeks?,System Design,Security,API Design|Scalability,EXP-QA E-JUN,Junior,Medium,3,Evaluate,Technical,10,ESCO.774,ONET.931,system design|security|medium,Low,Low,False,
Q01736,Tell me about a time you mentored someone. What was your approach?,Soft Skills,Leadership,Time Management|Adaptability,EXP-ML E-SEN,Senior,Easy,2,Analyze,Behavioral,8,ESCO.472,ONET.672,soft skills|leadership|easy,Low,Low,False,
Q01737,How would you migrate a resource-constrained IoT ecosystem using SQL under strict memory constraints?,Technical,SQL,React|Go,EXP-SOFT-JUN,Junior,Expert,5,Create,Technical,8,ESCO.868,ONET.369,technical|sql|expert,Low,Low,False,
Q01738,How would you troubleshoot a highly secure payment gateway using Scalability while ensuring 99.99% uptime?,System Design,Scalability,API Design|Microservices,EXP-PROD-MID,Mid,Medium,3,Apply,Technical,10,ESCO.812,ONET.960,system design|scalability|medium,High,Low,False,
Q01739,How would you design a legacy monolithic system using Go with a globally distributed team?,Technical,Go,Python|React,EXP-ML E-JUN,Junior,Easy,2,Remember,Behavioral,13,ESCO.182,ONET.902,technical|go|easy,High,Low,False,
Q01740,How would you secure a realtime data pipeline using AWS with limited budget for cloud resources?,Technical,AWS,Docker|Node.js,EXP-FRON-SEN,Senior,Hard,4,Apply,Behavioral,5,ESCO.189,ONET.975,technical|aws|hard,Low,Low,False,
Q01741,How would you debug a legacy monolithic system using EdTech with zero downtime?,Domain Knowledge,EdTech,EdTech|Fintech,EXP-CLOU-JUN,Junior,Expert,5,Analyze,Technical,6,ESCO.790,ONET.323,domain knowledge|edtech|expert,Low,Low,False,
Q01742,Tell me about the most overwhelming workload you have had. How did you get through it?,Soft Skills,Time Management,Conflict Resolution|Adaptability,EXP-QA E-SEN,Senior,Expert,5,Remember,Behavioral,5,ESCO.173,ONET.890,soft skills|time management|expert,High,Low,False,
Q01743,How would you troubleshoot a distributed microservices architecture using Healthcare during a major compliance audit?,Domain Knowledge,Healthcare,Fintech|SaaS,EXP-ML E-JUN,Junior,Easy,2,Create,Technical,3,ESCO.259,ONET.294,domain knowledge|healthcare|easy,Low,Low,False,
Q01744,How would you refactor a realtime data pipeline using SQL with a globally distributed team?,Technical,SQL,Docker|SQL,EXP-PROD-SEN,Senior,Easy,2,Understand,Technical,6,ESCO.900,ONET.691,technical|sql|easy,Low,Low,False,
Q01745,How would you optimize a realtime data pipeline using SaaS with a globally distributed team?,Domain Knowledge,SaaS,Fintech|E-commerce,EXP-ML E-JUN,Junior,Medium,3,Analyze,Situational,12,ESCO.966,ONET.739,domain knowledge|saas|medium,Low,Low,False,
Q01746,How would you implement a legacy monolithic system using Scalability while maintaining backward compatibility?,System Design,Scalability,Security|Scalability,EXP-CLOU-JUN,Junior,Medium,3,Create,Case Study,15,ESCO.820,ONET.847,system design|scalability|medium,Low,Low,False,
Q01747,How would you design a highly secure payment gateway using Healthcare while ensuring 99.99% uptime?,Domain Knowledge,Healthcare,Fintech|EdTech,EXP-DEVO-MID,Mid,Expert,5,Analyze,Behavioral,8,ESCO.424,ONET.819,domain knowledge|healthcare|expert,Low,Low,False,
Q01748,How would you troubleshoot a highly secure payment gateway using React under strict memory constraints?,Technical,React,Go|JavaScript,EXP-QA E-MID,Mid,Medium,3,Remember,Situational,9,ESCO.341,ONET.579,technical|react|medium,Low,Low,False,
Q01749,How would you scale a distributed microservices architecture using Security with zero downtime?,System Design,Security,Scalability|Microservices,EXP-FRON-SEN,Senior,Easy,2,Understand,Situational,8,ESCO.773,ONET.734,system design|security|easy,Low,Low,False,Culture
Q01750,How would you implement a resource-constrained IoT ecosystem using API Design with limited budget for cloud resources?,System Design,API Design,Security|Scalability,EXP-CLOU-JUN,Junior,Hard,4,Remember,Technical,7,ESCO.837,ONET.562,system design|api design|hard,Low,Low,False,
Q01751,Tell me about the most disruptive change you experienced at work. How did you adapt?,Soft Skills,Adaptability,Time Management|Communication,EXP-DEVO-SEN,Senior,Expert,5,Create,Behavioral,9,ESCO.206,ONET.205,soft skills|adaptability|expert,Low,Low,False,Gender
Q01752,How would you refactor a realtime data pipeline using Go with a hard deadline of two weeks?,Technical,Go,SQL|Node.js,EXP-SOFT-MID,Mid,Medium,3,Evaluate,Technical,13,ESCO.358,ONET.752,technical|go|medium,Low,Low,False,
Q01753,Describe a time when you had to make a critical decision with incomplete information.,Soft Skills,Leadership,Communication|Time Management,EXP-PROD-MID,Mid,Expert,5,Apply,Behavioral,11,ESCO.457,ONET.252,soft skills|leadership|expert,Low,Low,False,
Q01754,How would you migrate an offline-first mobile app backing service using Healthcare with a globally distributed team?,Domain Knowledge,Healthcare,Fintech|SaaS,EXP-QA E-JUN,Junior,Medium,3,Analyze,Case Study,15,ESCO.314,ONET.744,domain knowledge|healthcare|medium,Low,Low,False,
Q01755,How would you troubleshoot a realtime data pipeline using Python with limited budget for cloud resources?,Technical,Python,Go|JavaScript,EXP-SOFT-MID,Mid,Easy,2,Evaluate,Situational,14,ESCO.650,ONET.887,technical|python|easy,Low,Low,False,
Q01756,How do you protect your focus time when your team constantly needs your attention?,Soft Skills,Time Management,Leadership|Time Management,EXP-DATA-MID,Mid,Medium,3,Understand,Behavioral,3,ESCO.257,ONET.863,soft skills|time management|medium,Low,Low,False,
Q01757,How would you implement a highly secure payment gateway using Healthcare during a major compliance audit?,Domain Knowledge,Healthcare,E-commerce|Fintech,EXP-ML E-MID,Mid,Medium,3,Evaluate,Behavioral,12,ESCO.214,ONET.992,domain knowledge|healthcare|medium,Low,Low,False,
Q01758,How would you troubleshoot a highly secure payment gateway using Healthcare while maintaining backward compatibility?,Domain Knowledge,Healthcare,Fintech|E-commerce,EXP-PROD-JUN,Junior,Easy,2,Apply,Situational,7,ESCO.358,ONET.165,domain knowledge|healthcare|easy,High,Low,False,
Q01759,How would you debug a realtime data pipeline using Kubernetes during a major compliance audit?,Technical,Kubernetes,Java|AWS,EXP-CLOU-MID,Mid,Hard,4,Evaluate,Behavioral,4,ESCO.437,ONET.846,technical|kubernetes|hard,Low,Low,False,
Q01760,How would you troubleshoot a highly secure payment gateway using AWS with a hard deadline of two weeks?,Technical,AWS,React|Java,EXP-DATA-JUN,Junior,Easy,2,Apply,Behavioral,8,ESCO.937,ONET.118,technical|aws|easy,Low,Low,False,Culture
Q01761,How would you architect a distributed microservices architecture using Database Design with zero downtime?,System Design,Database Design,Scalability|Security,EXP-DATA-SEN,Senior,Medium,3,Create,Technical,5,ESCO.776,ONET.912,system design|database design|medium,High,Low,False,Gender
Q01762,How would you refactor an offline-first mobile app backing service using Database Design under strict memory constraints?,System Design,Database Design,Scalability|Security,EXP-QA E-SEN,Senior,Easy,2,Create,Situational,10,ESCO.514,ONET.278,system design|database design|easy,High,Low,False,
Q01763,How would you design a distributed microservices architecture using Database Design with a hard deadline of two weeks?,System Design,Database Design,Scalability|Security,EXP-FRON-MID,Mid,Expert,5,Understand,Case Study,10,ESCO.821,ONET.656,system design|database design|expert,Low,Low,False,
Q01764,How would you debug a realtime data pipeline using Node.js while ensuring 99.99% uptime?,Technical,Node.js,Python|Java,EXP-DEVO-SEN,Senior,Easy,2,Create,Case Study,4,ESCO.956,ONET.656,technical|node.js|easy,Low,Low,False,
Q01765,How would you migrate a legacy monolithic system using Scalability with a hard deadline of two weeks?,System Design,Scalability,Scalability|Database Design,EXP-SOFT-MID,Mid,Hard,4,Create,Situational,12,ESCO.516,ONET.553,system design|scalability|hard,Low,Low,False,
Q01766,Tell me about a project you owned end-to-end. How did you manage it?,Soft Skills,Leadership,Conflict Resolution|Adaptability,EXP-ML E-SEN,Senior,Expert,5,Understand,Behavioral,7,ESCO.432,ONET.885,soft skills|leadership|expert,Medium,Low,False,
Q01767,How would you secure a distributed microservices architecture using Go while maintaining backward compatibility?,Technical,Go,React|AWS,EXP-DATA-JUN,Junior,Medium,3,Understand,Case Study,14,ESCO.634,ONET.709,technical|go|medium,Medium,Low,False,
Q01768,How would you migrate a resource-constrained IoT ecosystem using React while ensuring 99.99% uptime?,Technical,React,Kubernetes|AWS,EXP-BACK-JUN,Junior,Medium,3,Remember,Case Study,7,ESCO.499,ONET.208,technical|react|medium,Medium,Low,False,
Q01769,How would you secure a highly secure payment gateway using API Design with a hard deadline of two weeks?,System Design,API Design,Microservices|Database Design,EXP-PROD-JUN,Junior,Expert,5,Create,Situational,5,ESCO.625,ONET.474,system design|api design|expert,Medium,Low,False,Culture
Q01770,How would you migrate a latency-sensitive trading platform using SaaS while maintaining backward compatibility?,Domain Knowledge,SaaS,E-commerce|Fintech,EXP-QA E-MID,Mid,Easy,2,Create,Behavioral,10,ESCO.342,ONET.608,domain knowledge|saas|easy,Low,Low,False,
Q01771,How would you architect a latency-sensitive trading platform using Scalability with limited budget for cloud resources?,System Design,Scalability,Scalability|Microservices,EXP-SOFT-MID,Mid,Expert,5,Analyze,Technical,14,ESCO.536,ONET.238,system design|scalability|expert,Low,Low,False,
Q01772,How would you migrate a high-traffic web application using SQL with zero downtime?,Technical,SQL,Python|Java,EXP-PROD-MID,Mid,Hard,4,Evaluate,Technical,12,ESCO.628,ONET.437,technical|sql|hard,High,Low,False,
Q01773,How would you debug a distributed microservices architecture using API Design while maintaining backward compatibility?,System Design,API Design,Security|Database Design,EXP-QA E-JUN,Junior,Expert,5,Apply,Case Study,13,ESCO.916,ONET.665,system design|api design|expert,Low,Low,False,
Q01774,How have you built a culture of accountability on a team?,Soft Skills,Leadership,Time Management|Leadership,EXP-CLOU-MID,Mid,Expert,5,Analyze,Behavioral,4,ESCO.802,ONET.752,soft skills|leadership|expert,Medium,Low,False,
Q01775,Describe a situation where clear communication directly led to a project success.,Soft Skills,Communication,Communication|Adaptability,EXP-QA E-MID,Mid,Hard,4,Apply,Behavioral,6,ESCO.293,ONET.518,soft skills|communication|hard,Low,Low,False,
Q01776,How would you debug a resource-constrained IoT ecosystem using React while ensuring 99.99% uptime?,Technical,React,SQL|Go,EXP-PROD-JUN,Junior,Medium,3,Analyze,Technical,8,ESCO.811,ONET.787,technical|react|medium,Medium,Low,False,
Q01777,Tell me about a time you had to present to leadership under pressure.,Soft Skills,Communication,Communication|Conflict Resolution,EXP-FRON-JUN,Junior,Expert,5,Remember,Behavioral,9,ESCO.911,ONET.727,soft skills|communication|expert,Low,Low,False,
Q01778,How would you architect a latency-sensitive trading platform using Fintech with zero downtime?,Domain Knowledge,Fintech,E-commerce|Fintech,EXP-SOFT-MID,Mid,Expert,5,Remember,Case Study,7,ESCO.175,ONET.299,domain knowledge|fintech|expert,Low,Low,False,
Q01779,How would you troubleshoot an offline-first mobile app backing service using Kubernetes under strict memory constraints?,Technical,Kubernetes,AWS|Node.js,EXP-QA E-JUN,Junior,Easy,2,Create,Technical,10,ESCO.793,ONET.849,technical|kubernetes|easy,Medium,Low,False,
Q01780,How have you handled a situation where team members had very different communication styles?,Soft Skills,Communication,Communication|Adaptability,EXP-BACK-SEN,Senior,Easy,2,Apply,Behavioral,7,ESCO.390,ONET.529,soft skills|communication|easy,Low,Low,False,
Q01781,How would you debug a distributed microservices architecture using Microservices with limited budget for cloud resources?,System Design,Microservices,Database Design|API Design,EXP-PROD-JUN,Junior,Hard,4,Analyze,Behavioral,10,ESCO.610,ONET.598,system design|microservices|hard,Medium,Low,False,
Q01782,How would you migrate a highly secure payment gateway using E-commerce while ensuring 99.99% uptime?,Domain Knowledge,E-commerce,EdTech|Fintech,EXP-PROD-SEN,Senior,Expert,5,Remember,Behavioral,11,ESCO.282,ONET.810,domain knowledge|e-commerce|expert,Medium,Low,False,
Q01783,Describe a time your written communication prevented a serious misunderstanding.,Soft Skills,Communication,Leadership|Time Management,EXP-DEVO-SEN,Senior,Hard,4,Create,Behavioral,9,ESCO.206,ONET.568,soft skills|communication|hard,Medium,Low,False,
Q01784,How would you implement a highly secure payment gateway using Python while ensuring 99.99% uptime?,Technical,Python,Node.js|AWS,EXP-PROD-SEN,Senior,Hard,4,Evaluate,Behavioral,10,ESCO.546,ONET.713,technical|python|hard,Low,Low,False,
Q01785,Tell me about a time you had to say no to a stakeholder request. How did you handle it?,Soft Skills,Communication,Communication|Leadership,EXP-QA E-SEN,Senior,Medium,3,Evaluate,Behavioral,15,ESCO.764,ONET.724,soft skills|communication|medium,Low,Low,False,
Q01786,Describe a time you significantly underestimated how long a task would take.,Soft Skills,Time Management,Leadership|Adaptability,EXP-FRON-SEN,Senior,Medium,3,Understand,Behavioral,13,ESCO.574,ONET.555,soft skills|time management|medium,Medium,Low,False,
Q01787,How would you design a legacy monolithic system using E-commerce while ensuring 99.99% uptime?,Domain Knowledge,E-commerce,EdTech|E-commerce,EXP-SOFT-MID,Mid,Expert,5,Understand,Technical,5,ESCO.809,ONET.776,domain knowledge|e-commerce|expert,Low,Low,False,
Q01788,How would you design a highly secure payment gateway using API Design while maintaining backward compatibility?,System Design,API Design,API Design|Scalability,EXP-FRON-MID,Mid,Hard,4,Understand,Situational,10,ESCO.518,ONET.113,system design|api design|hard,Medium,Low,False,
Q01789,How would you debug a high-traffic web application using Scalability with zero downtime?,System Design,Scalability,Database Design|Scalability,EXP-ML E-SEN,Senior,Medium,3,Analyze,Case Study,14,ESCO.356,ONET.580,system design|scalability|medium,Low,Low,False,Gender
Q01790,How would you optimize a latency-sensitive trading platform using API Design while ensuring 99.99% uptime?,System Design,API Design,API Design|Security,EXP-CLOU-JUN,Junior,Easy,2,Analyze,Behavioral,5,ESCO.729,ONET.626,system design|api design|easy,Low,Low,False,
Q01791,How do you handle sudden context-switching between very different tasks?,Soft Skills,Adaptability,Communication|Time Management,EXP-QA E-JUN,Junior,Easy,2,Create,Behavioral,7,ESCO.222,ONET.548,soft skills|adaptability|easy,Low,Low,False,
Q01792,How would you architect a legacy monolithic system using EdTech while ensuring 99.99% uptime?,Domain Knowledge,EdTech,EdTech|Fintech,EXP-CLOU-MID,Mid,Medium,3,Remember,Case Study,9,ESCO.412,ONET.583,domain knowledge|edtech|medium,High,Low,False,
Q01793,How have you handled situations where deadlines create tension between teams?,Soft Skills,Conflict Resolution,Communication|Conflict Resolution,EXP-PROD-MID,Mid,Hard,4,Create,Behavioral,4,ESCO.958,ONET.508,soft skills|conflict resolution|hard,Medium,Low,False,
Q01794,How would you design a resource-constrained IoT ecosystem using Fintech while maintaining backward compatibility?,Domain Knowledge,Fintech,Fintech|SaaS,EXP-SOFT-JUN,Junior,Expert,5,Analyze,Behavioral,8,ESCO.274,ONET.140,domain knowledge|fintech|expert,Low,Low,False,
Q01795,How do you handle being blocked waiting on another team affecting your timeline?,Soft Skills,Time Management,Adaptability|Conflict Resolution,EXP-QA E-SEN,Senior,Expert,5,Evaluate,Behavioral,10,ESCO.816,ONET.255,soft skills|time management|expert,Low,Low,False,
Q01796,How would you architect a latency-sensitive trading platform using Python with zero downtime?,Technical,Python,Docker|Python,EXP-CLOU-SEN,Senior,Easy,2,Analyze,Situational,3,ESCO.843,ONET.280,technical|python|easy,Low,Low,False,
Q01797,Describe a time you had to remove a team member from a project. How did you handle it?,Soft Skills,Leadership,Leadership|Adaptability,EXP-QA E-JUN,Junior,Medium,3,Evaluate,Behavioral,8,ESCO.739,ONET.909,soft skills|leadership|medium,Low,Low,False,
Q01798,How would you debug a legacy monolithic system using Healthcare with a globally distributed team?,Domain Knowledge,Healthcare,Healthcare|E-commerce,EXP-DEVO-SEN,Senior,Medium,3,Analyze,Situational,13,ESCO.764,ONET.269,domain knowledge|healthcare|medium,Low,Low,False,
Q01799,How would you migrate a resource-constrained IoT ecosystem using Microservices during a major compliance audit?,System Design,Microservices,Scalability|Microservices,EXP-PROD-JUN,Junior,Medium,3,Analyze,Technical,10,ESCO.908,ONET.533,system design|microservices|medium,Medium,Low,False,
Q01800,How would you debug a highly secure payment gateway using Fintech with a hard deadline of two weeks?,Domain Knowledge,Fintech,EdTech|Healthcare,EXP-DEVO-MID,Mid,Expert,5,Remember,Case Study,7,ESCO.713,ONET.773,domain knowledge|fintech|expert,Low,Low,False,
Q01801,How would you debug a latency-sensitive trading platform using Kubernetes with a globally distributed team?,Technical,Kubernetes,Python|Node.js,EXP-CLOU-SEN,Senior,Hard,4,Evaluate,Case Study,5,ESCO.390,ONET.852,technical|kubernetes|hard,Low,Low,False,
Q01802,Tell me about a time you had to confront someone about a behavior affecting the team.,Soft Skills,Conflict Resolution,Conflict Resolution|Communication,EXP-DEVO-MID,Mid,Medium,3,Analyze,Behavioral,4,ESCO.219,ONET.192,soft skills|conflict resolution|medium,Low,Low,False,
Q01803,How would you refactor a high-traffic web application using EdTech with zero downtime?,Domain Knowledge,EdTech,EdTech|Healthcare,EXP-BACK-MID,Mid,Medium,3,Understand,Behavioral,6,ESCO.465,ONET.946,domain knowledge|edtech|medium,Low,Low,False,
Q01804,How would you optimize a high-traffic web application using Security with a globally distributed team?,System Design,Security,Microservices|Security,EXP-DATA-MID,Mid,Medium,3,Create,Case Study,7,ESCO.258,ONET.454,system design|security|medium,Low,Low,False,Gender
Q01805,Describe a time when the technology stack you were using became obsolete mid-project.,Soft Skills,Adaptability,Adaptability|Time Management,EXP-CLOU-MID,Mid,Easy,2,Create,Behavioral,4,ESCO.974,ONET.876,soft skills|adaptability|easy,Medium,Low,False,
Q01806,How would you troubleshoot a legacy monolithic system using Database Design with zero downtime?,System Design,Database Design,Security|Database Design,EXP-ML E-SEN,Senior,Easy,2,Analyze,Situational,13,ESCO.585,ONET.913,system design|database design|easy,Medium,Low,False,
Q01807,How would you migrate a resource-constrained IoT ecosystem using Java with zero downtime?,Technical,Java,Go|React,EXP-BACK-MID,Mid,Medium,3,Analyze,Case Study,9,ESCO.734,ONET.615,technical|java|medium,Low,Low,False,
Q01808,How would you optimize a distributed microservices architecture using Security during a major compliance audit?,System Design,Security,Scalability|API Design,EXP-CLOU-JUN,Junior,Hard,4,Remember,Technical,7,ESCO.104,ONET.218,system design|security|hard,High,Low,False,Gender
Q01809,How would you optimize a latency-sensitive trading platform using E-commerce while maintaining backward compatibility?,Domain Knowledge,E-commerce,SaaS|Healthcare,EXP-QA E-JUN,Junior,Easy,2,Create,Technical,7,ESCO.485,ONET.355,domain knowledge|e-commerce|easy,Low,Low,False,
Q01810,Tell me about a time when good time management directly saved a project.,Soft Skills,Time Management,Conflict Resolution|Time Management,EXP-DATA-JUN,Junior,Easy,2,Apply,Behavioral,11,ESCO.922,ONET.511,soft skills|time management|easy,Low,Low,False,
Q01811,How would you refactor a distributed microservices architecture using Security under strict memory constraints?,System Design,Security,Microservices|Scalability,EXP-PROD-MID,Mid,Easy,2,Analyze,Behavioral,5,ESCO.823,ONET.233,system design|security|easy,Low,Low,False,Gender
Q01812,Describe how you have balanced technical debt with feature development under time pressure.,Soft Skills,Time Management,Leadership|Time Management,EXP-BACK-SEN,Senior,Medium,3,Apply,Behavioral,10,ESCO.993,ONET.995,soft skills|time management|medium,Low,Low,False,
Q01813,How would you architect an offline-first mobile app backing service using Docker during a major compliance audit?,Technical,Docker,Kubernetes|React,EXP-FRON-SEN,Senior,Expert,5,Evaluate,Behavioral,9,ESCO.526,ONET.179,technical|docker|expert,Low,Low,False,Age
Q01814,How would you secure a highly secure payment gateway using Healthcare during a major compliance audit?,Domain Knowledge,Healthcare,Healthcare|Fintech,EXP-FRON-MID,Mid,Easy,2,Understand,Technical,8,ESCO.242,ONET.177,domain knowledge|healthcare|easy,High,Low,False,Gender
Q01815,How would you refactor a realtime data pipeline using API Design with zero downtime?,System Design,API Design,Security|Scalability,EXP-DATA-SEN,Senior,Medium,3,Create,Situational,10,ESCO.136,ONET.436,system design|api design|medium,Low,Low,False,
Q01816,Tell me about a time you had to lead change that was met with resistance.,Soft Skills,Leadership,Communication|Time Management,EXP-ML E-JUN,Junior,Expert,5,Apply,Behavioral,15,ESCO.553,ONET.993,soft skills|leadership|expert,Medium,Low,False,
Q01817,How would you implement a high-traffic web application using SaaS during a major compliance audit?,Domain Knowledge,SaaS,Fintech|E-commerce,EXP-DATA-MID,Mid,Easy,2,Evaluate,Case Study,10,ESCO.674,ONET.331,domain knowledge|saas|easy,Medium,Low,False,
Q01818,How would you scale a resource-constrained IoT ecosystem using Scalability under strict memory constraints?,System Design,Scalability,Scalability|API Design,EXP-PROD-MID,Mid,Hard,4,Analyze,Technical,6,ESCO.765,ONET.232,system design|scalability|hard,Medium,Low,False,Age
Q01819,Describe the most challenging interpersonal conflict you have had at work.,Soft Skills,Conflict Resolution,Adaptability|Conflict Resolution,EXP-QA E-MID,Mid,Expert,5,Understand,Behavioral,5,ESCO.894,ONET.573,soft skills|conflict resolution|expert,Low,Low,False,
Q01820,How do you navigate disagreements about technical decisions in code reviews?,Soft Skills,Conflict Resolution,Leadership|Communication,EXP-DEVO-MID,Mid,Hard,4,Apply,Behavioral,9,ESCO.633,ONET.718,soft skills|conflict resolution|hard,Medium,Low,False,
Q01821,How would you scale a distributed microservices architecture using JavaScript during a major compliance audit?,Technical,JavaScript,SQL|Docker,EXP-FRON-SEN,Senior,Easy,2,Apply,Case Study,13,ESCO.903,ONET.984,technical|javascript|easy,Low,Low,False,Age
Q01822,How would you migrate a legacy monolithic system using Java while ensuring 99.99% uptime?,Technical,Java,Java|Kubernetes,EXP-QA E-JUN,Junior,Hard,4,Create,Case Study,10,ESCO.864,ONET.333,technical|java|hard,Low,Low,False,
Q01823,How would you migrate a latency-sensitive trading platform using SaaS while ensuring 99.99% uptime?,Domain Knowledge,SaaS,Fintech|EdTech,EXP-QA E-JUN,Junior,Expert,5,Understand,Technical,13,ESCO.729,ONET.368,domain knowledge|saas|expert,High,Low,False,
Q01824,How would you secure a high-traffic web application using SaaS with a hard deadline of two weeks?,Domain Knowledge,SaaS,Fintech|Healthcare,EXP-PROD-JUN,Junior,Easy,2,Remember,Technical,14,ESCO.148,ONET.330,domain knowledge|saas|easy,Medium,Low,False,
Q01825,How would you design a legacy monolithic system using E-commerce with a globally distributed team?,Domain Knowledge,E-commerce,EdTech|E-commerce,EXP-PROD-MID,Mid,Hard,4,Analyze,Behavioral,8,ESCO.661,ONET.893,domain knowledge|e-commerce|hard,High,Low,False,
