question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q01147,How would you implement a resource-constrained IoT ecosystem using Conflict Resolution with zero downtime? (Variant 1147),Soft Skills,Conflict Resolution,Leadership|Conflict Resolution,EXP-SOFT-MID,Mid,Expert,5,Create,Case Study,7,ESCO.776,ONET.659,soft skills|conflict resolution|expert,Low,Low,False,None
Q01148,How would you optimize a resource-constrained IoT ecosystem using AWS while ensuring 99.99% uptime? (Variant 1148),Technical,AWS,AWS|React,EXP-PROD-SEN,Senior,Easy,2,Analyze,Situational,13,ESCO.654,ONET.332,technical|aws|easy,Low,Low,False,Gender
Q01149,How would you optimize a distributed microservices architecture using Conflict Resolution with zero downtime? (Variant 1149),Soft Skills,Conflict Resolution,Adaptability|Leadership,EXP-CLOU-MID,Mid,Hard,4,Analyze,Case Study,15,ESCO.646,ONET.388,soft skills|conflict resolution|hard,Medium,Low,False,Gender
Q01150,How would you secure a highly secure payment gateway using React under strict memory constraints? (Variant 1150),Technical,React,JavaScript|React,EXP-SOFT-SEN,Senior,Easy,2,Remember,Behavioral,11,ESCO.568,ONET.625,technical|react|easy,Low,Low,False,None
Q01151,How would you architect a realtime data pipeline using Docker with a globally distributed team? (Variant 1151),Technical,Docker,Java|Python,EXP-CLOU-MID,Mid,Medium,3,Evaluate,Technical,8,ESCO.206,ONET.701,technical|docker|medium,High,Low,False,None
Q01152,How would you architect a latency-sensitive trading platform using React while ensuring 99.99% uptime? (Variant 1152),Technical,React,React|AWS,EXP-FRON-JUN,Junior,Expert,5,Create,Situational,6,ESCO.325,ONET.670,technical|react|expert,Low,Low,False,None
Q01153,How would you refactor a latency-sensitive trading platform using Time Management while maintaining backward compatibility? (Variant 1153),Soft Skills,Time Management,Conflict Resolution|Adaptability,EXP-BACK-JUN,Junior,Expert,5,Understand,Technical,14,ESCO.853,ONET.101,soft skills|time management|expert,Low,Low,False,None
Q01154,How would you migrate a highly secure payment gateway using Security with a globally distributed team? (Variant 1154),System Design,Security,Security|API Design,EXP-FRON-MID,Mid,Hard,4,Remember,Situational,10,ESCO.121,ONET.923,system design|security|hard,Low,Low,False,Age
Q01155,How would you debug a realtime data pipeline using SaaS with zero downtime? (Variant 1155),Domain Knowledge,SaaS,Healthcare|E-commerce,EXP-ML E-JUN,Junior,Expert,5,Create,Technical,5,ESCO.998,ONET.712,domain knowledge|saas|expert,Medium,Low,False,None
Q01156,How would you design an offline-first mobile app backing service using Communication while ensuring 99.99% uptime? (Variant 1156),Soft Skills,Communication,Conflict Resolution|Communication,EXP-SOFT-JUN,Junior,Expert,5,Remember,Case Study,8,ESCO.655,ONET.185,soft skills|communication|expert,Low,Low,False,None
Q01157,How would you troubleshoot a distributed microservices architecture using Go with zero downtime? (Variant 1157),Technical,Go,SQL|Node.js,EXP-SOFT-MID,Mid,Medium,3,Evaluate,Situational,8,ESCO.875,ONET.780,technical|go|medium,Medium,Low,False,None
Q01158,How would you design an offline-first mobile app backing service using E-commerce with a hard deadline of two weeks? (Variant 1158),Domain Knowledge,E-commerce,EdTech|Healthcare,EXP-QA E-JUN,Junior,Medium,3,Remember,Case Study,9,ESCO.177,ONET.443,domain knowledge|e-commerce|medium,Low,Low,False,None
Q01159,How would you optimize a realtime data pipeline using Node.js with a hard deadline of two weeks? (Variant 1159),Technical,Node.js,Kubernetes|Python,EXP-SOFT-MID,Mid,Hard,4,Evaluate,Technical,14,ESCO.976,ONET.260,technical|node.js|hard,Low,Low,False,None
Q01160,How would you migrate a legacy monolithic system using Security with a globally distributed team? (Variant 1160),System Design,Security,Microservices|Scalability,EXP-FRON-SEN,Senior,Medium,3,Analyze,Case Study,11,ESCO.611,ONET.511,system design|security|medium,Low,Low,False,None
Q01161,How would you secure an offline-first mobile app backing service using Scalability during a major compliance audit? (Variant 1161),System Design,Scalability,Database Design|Microservices,EXP-SOFT-MID,Mid,Expert,5,Understand,Case Study,10,ESCO.753,ONET.637,system design|scalability|expert,Low,Low,False,None
Q01162,How would you troubleshoot a realtime data pipeline using Healthcare while ensuring 99.99% uptime? (Variant 1162),Domain Knowledge,Healthcare,Fintech|SaaS,EXP-QA E-SEN,Senior,Medium,3,Understand,Situational,13,ESCO.284,ONET.214,domain knowledge|healthcare|medium,Low,Low,False,None
Q01163,How would you scale a legacy monolithic system using Java with a hard deadline of two weeks? (Variant 1163),Technical,Java,JavaScript|Python,EXP-DEVO-JUN,Junior,Medium,3,Evaluate,Situational,11,ESCO.322,ONET.914,technical|java|medium,High,Low,False,None
Q01164,How would you design a distributed microservices architecture using EdTech during a major compliance audit? (Variant 1164),Domain Knowledge,EdTech,EdTech|Healthcare,EXP-BACK-JUN,Junior,Easy,2,Create,Technical,11,ESCO.815,ONET.303,domain knowledge|edtech|easy,Low,Low,False,None
Q01165,How would you implement a high-traffic web application using Leadership with a globally distributed team? (Variant 1165),Soft Skills,Leadership,Leadership|Adaptability,EXP-DEVO-SEN,Senior,Medium,3,Create,Technical,11,ESCO.444,ONET.298,soft skills|leadership|medium,Low,Low,False,None
Q01166,How would you migrate a high-traffic web application using Conflict Resolution under strict memory constraints? (Variant 1166),Soft Skills,Conflict Resolution,Communication|Adaptability,EXP-FRON-SEN,Senior,Easy,2,Apply,Technical,9,ESCO.962,ONET.929,soft skills|conflict resolution|easy,Low,Low,False,None
Q01167,How would you refactor a distributed microservices architecture using E-commerce with zero downtime? (Variant 1167),Domain Knowledge,E-commerce,SaaS|EdTech,EXP-PROD-MID,Mid,Medium,3,Understand,Technical,11,ESCO.724,ONET.494,domain knowledge|e-commerce|medium,Low,Low,False,Age
Q01168,How would you design a legacy monolithic system using Microservices with limited budget for cloud resources? (Variant 1168),System Design,Microservices,Security|API Design,EXP-DATA-SEN,Senior,Expert,5,Analyze,Behavioral,6,ESCO.544,ONET.665,system design|microservices|expert,Low,Low,False,None
Q01169,How would you scale an offline-first mobile app backing service using Adaptability under strict memory constraints? (Variant 1169),Soft Skills,Adaptability,Communication|Leadership,EXP-QA E-JUN,Junior,Medium,3,Apply,Technical,10,ESCO.854,ONET.714,soft skills|adaptability|medium,Medium,Low,False,None
Q01170,How would you debug a distributed microservices architecture using Fintech with a hard deadline of two weeks? (Variant 1170),Domain Knowledge,Fintech,Fintech|SaaS,EXP-CLOU-JUN,Junior,Hard,4,Evaluate,Technical,3,ESCO.750,ONET.651,domain knowledge|fintech|hard,Low,Low,False,Age
Q01171,How would you debug an offline-first mobile app backing service using SaaS with zero downtime? (Variant 1171),Domain Knowledge,SaaS,Fintech|SaaS,EXP-FRON-MID,Mid,Easy,2,Apply,Case Study,12,ESCO.973,ONET.646,domain knowledge|saas|easy,Low,Low,False,None
Q01172,How would you implement a realtime data pipeline using Time Management with a globally distributed team? (Variant 1172),Soft Skills,Time Management,Time Management|Conflict Resolution,EXP-QA E-MID,Mid,Expert,5,Evaluate,Case Study,15,ESCO.274,ONET.726,soft skills|time management|expert,Medium,Low,False,None
Q01173,How would you optimize a high-traffic web application using Conflict Resolution with zero downtime? (Variant 1173),Soft Skills,Conflict Resolution,Conflict Resolution|Communication,EXP-BACK-MID,Mid,Hard,4,Create,Case Study,13,ESCO.751,ONET.109,soft skills|conflict resolution|hard,Medium,Low,False,None
Q01174,How would you scale a latency-sensitive trading platform using SaaS with zero downtime? (Variant 1174),Domain Knowledge,SaaS,EdTech|Healthcare,EXP-SOFT-SEN,Senior,Expert,5,Evaluate,Case Study,10,ESCO.122,ONET.675,domain knowledge|saas|expert,Low,Low,False,None
Q01175,How would you secure an offline-first mobile app backing service using API Design with limited budget for cloud resources? (Variant 1175),System Design,API Design,Scalability|Microservices,EXP-FRON-MID,Mid,Medium,3,Evaluate,Situational,4,ESCO.520,ONET.573,system design|api design|medium,Low,Low,False,None
Q01176,How would you troubleshoot a high-traffic web application using Security with a globally distributed team? (Variant 1176),System Design,Security,Security|Microservices,EXP-PROD-SEN,Senior,Hard,4,Apply,Behavioral,15,ESCO.719,ONET.270,system design|security|hard,Low,Low,False,None
Q01177,How would you debug a latency-sensitive trading platform using Time Management with a globally distributed team? (Variant 1177),Soft Skills,Time Management,Communication|Time Management,EXP-SOFT-MID,Mid,Expert,5,Analyze,Situational,11,ESCO.716,ONET.162,soft skills|time management|expert,Low,Low,False,None
Q01178,How would you migrate a resource-constrained IoT ecosystem using Kubernetes while maintaining backward compatibility? (Variant 1178),Technical,Kubernetes,Kubernetes|AWS,EXP-PROD-JUN,Junior,Easy,2,Apply,Case Study,7,ESCO.782,ONET.934,technical|kubernetes|easy,Low,Low,False,None
Q01179,How would you troubleshoot a highly secure payment gateway using API Design with a hard deadline of two weeks? (Variant 1179),System Design,API Design,Database Design|Microservices,EXP-DATA-MID,Mid,Expert,5,Apply,Behavioral,3,ESCO.100,ONET.317,system design|api design|expert,Low,Low,False,None
Q01180,How would you debug a highly secure payment gateway using Leadership with zero downtime? (Variant 1180),Soft Skills,Leadership,Conflict Resolution|Time Management,EXP-DEVO-JUN,Junior,Easy,2,Evaluate,Situational,15,ESCO.678,ONET.296,soft skills|leadership|easy,Medium,Low,False,Culture
Q01181,How would you implement a high-traffic web application using Fintech with limited budget for cloud resources? (Variant 1181),Domain Knowledge,Fintech,Fintech|SaaS,EXP-DATA-SEN,Senior,Expert,5,Create,Behavioral,3,ESCO.215,ONET.746,domain knowledge|fintech|expert,Medium,Low,False,None
Q01182,How would you debug a high-traffic web application using Database Design during a major compliance audit? (Variant 1182),System Design,Database Design,Security|Microservices,EXP-ML E-JUN,Junior,Expert,5,Apply,Situational,9,ESCO.672,ONET.510,system design|database design|expert,Medium,Low,False,None
Q01183,How would you migrate a high-traffic web application using Scalability with a globally distributed team? (Variant 1183),System Design,Scalability,Security|API Design,EXP-FRON-JUN,Junior,Medium,3,Apply,Case Study,15,ESCO.282,ONET.288,system design|scalability|medium,High,Low,False,None
Q01184,How would you migrate a distributed microservices architecture using API Design during a major compliance audit? (Variant 1184),System Design,API Design,Microservices|Scalability,EXP-FRON-JUN,Junior,Hard,4,Analyze,Case Study,7,ESCO.654,ONET.395,system design|api design|hard,Low,Low,False,None
Q01185,How would you migrate a high-traffic web application using Adaptability under strict memory constraints? (Variant 1185),Soft Skills,Adaptability,Communication|Conflict Resolution,EXP-SOFT-JUN,Junior,Expert,5,Remember,Technical,7,ESCO.441,ONET.846,soft skills|adaptability|expert,Low,Low,False,None
Q01186,How would you secure a distributed microservices architecture using Communication with a globally distributed team? (Variant 1186),Soft Skills,Communication,Leadership|Adaptability,EXP-QA E-MID,Mid,Expert,5,Understand,Technical,13,ESCO.574,ONET.606,soft skills|communication|expert,Low,Low,False,None
Q01187,How would you secure an offline-first mobile app backing service using Security with zero downtime? (Variant 1187),System Design,Security,Scalability|Database Design,EXP-DATA-SEN,Senior,Hard,4,Understand,Situational,5,ESCO.829,ONET.979,system design|security|hard,Low,Low,False,None
Q01188,How would you scale a distributed microservices architecture using Python with a globally distributed team? (Variant 1188),Technical,Python,Go|Python,EXP-FRON-MID,Mid,Easy,2,Apply,Situational,12,ESCO.194,ONET.364,technical|python|easy,Low,Low,False,None
Q01189,How would you refactor a latency-sensitive trading platform using Conflict Resolution while maintaining backward compatibility? (Variant 1189),Soft Skills,Conflict Resolution,Time Management|Conflict Resolution,EXP-DATA-JUN,Junior,Expert,5,Remember,Situational,12,ESCO.407,ONET.819,soft skills|conflict resolution|expert,Medium,Low,False,None
Q01190,How would you refactor a realtime data pipeline using Database Design during a major compliance audit? (Variant 1190),System Design,Database Design,API Design|Microservices,EXP-PROD-MID,Mid,Medium,3,Remember,Technical,9,ESCO.185,ONET.994,system design|database design|medium,Medium,Low,False,None
Q01191,How would you architect a legacy monolithic system using Adaptability with a globally distributed team? (Variant 1191),Soft Skills,Adaptability,Leadership|Conflict Resolution,EXP-CLOU-MID,Mid,Medium,3,Analyze,Case Study,6,ESCO.109,ONET.392,soft skills|adaptability|medium,Medium,Low,False,None
Q01192,How would you scale a distributed microservices architecture using API Design while maintaining backward compatibility? (Variant 1192),System Design,API Design,Scalability|Database Design,EXP-DEVO-MID,Mid,Medium,3,Analyze,Behavioral,4,ESCO.624,ONET.678,system design|api design|medium,Medium,Low,False,None
Q01193,How would you migrate a latency-sensitive trading platform using Docker during a major compliance audit? (Variant 1193),Technical,Docker,Docker|SQL,EXP-DATA-SEN,Senior,Expert,5,Evaluate,Behavioral,7,ESCO.329,ONET.314,technical|docker|expert,Medium,Low,False,None
Q01194,How would you design a distributed microservices architecture using Microservices with a globally distributed team? (Variant 1194),System Design,Microservices,Security|Microservices,EXP-QA E-MID,Mid,Easy,2,Remember,Behavioral,11,ESCO.709,ONET.667,system design|microservices|easy,Low,Low,False,None
Q01195,How would you secure a latency-sensitive trading platform using Kubernetes with zero downtime? (Variant 1195),Technical,Kubernetes,AWS|SQL,EXP-QA E-JUN,Junior,Hard,4,Apply,Technical,13,ESCO.401,ONET.499,technical|kubernetes|hard,Low,Low,False,Gender
Q01196,How would you optimize a legacy monolithic system using Adaptability with zero downtime? (Variant 1196),Soft Skills,Adaptability,Conflict Resolution|Time Management,EXP-DEVO-MID,Mid,Hard,4,Evaluate,Technical,11,ESCO.859,ONET.213,soft skills|adaptability|hard,Medium,Low,False,None
Q01197,How would you secure a latency-sensitive trading platform using React while maintaining backward compatibility? (Variant 1197),Technical,React,Java|Kubernetes,EXP-FRON-SEN,Senior,Medium,3,Create,Case Study,4,ESCO.573,ONET.114,technical|react|medium,High,Low,False,None
Q01198,How would you secure an offline-first mobile app backing service using Time Management during a major compliance audit? (Variant 1198),Soft Skills,Time Management,Time Management|Communication,EXP-FRON-MID,Mid,Expert,5,Evaluate,Behavioral,4,ESCO.286,ONET.843,soft skills|time management|expert,Low,Low,False,None
Q01199,How would you migrate a realtime data pipeline using Adaptability with a hard deadline of two weeks? (Variant 1199),Soft Skills,Adaptability,Time Management|Leadership,EXP-PROD-SEN,Senior,Hard,4,Evaluate,Behavioral,3,ESCO.855,ONET.914,soft skills|adaptability|hard,Low,Low,False,Gender
Q01200,How would you architect a high-traffic web application using Go with zero downtime? (Variant 1200),Technical,Go,Go|React,EXP-FRON-SEN,Senior,Expert,5,Analyze,Technical,6,ESCO.942,ONET.908,technical|go|expert,Low,Low,False,None
Q01201,How would you secure a realtime data pipeline using Database Design with zero downtime? (Variant 1201),System Design,Database Design,Database Design|API Design,EXP-SOFT-JUN,Junior,Easy,2,Remember,Technical,15,ESCO.698,ONET.181,system design|database design|easy,Low,Low,False,Culture
Q01202,How would you secure a legacy monolithic system using Scalability under strict memory constraints? (Variant 1202),System Design,Scalability,Microservices|Database Design,EXP-QA E-SEN,Senior,Expert,5,Remember,Behavioral,14,ESCO.643,ONET.435,system design|scalability|expert,Medium,Low,False,None
Q01203,How would you troubleshoot a realtime data pipeline using Conflict Resolution with zero downtime? (Variant 1203),Soft Skills,Conflict Resolution,Communication|Time Management,EXP-PROD-JUN,Junior,Expert,5,Remember,Situational,14,ESCO.914,ONET.905,soft skills|conflict resolution|expert,Low,Low,False,None
Q01204,How would you architect an offline-first mobile app backing service using Security during a major compliance audit? (Variant 1204),System Design,Security,Security|API Design,EXP-BACK-JUN,Junior,Medium,3,Understand,Situational,6,ESCO.917,ONET.733,system design|security|medium,Low,Low,False,None
Q01205,How would you implement a legacy monolithic system using API Design during a major compliance audit? (Variant 1205),System Design,API Design,Database Design|Microservices,EXP-BACK-SEN,Senior,Hard,4,Analyze,Case Study,6,ESCO.698,ONET.599,system design|api design|hard,Low,Low,False,None
Q01206,How would you troubleshoot a highly secure payment gateway using React under strict memory constraints? (Variant 1206),Technical,React,Kubernetes|Node.js,EXP-FRON-JUN,Junior,Expert,5,Understand,Case Study,3,ESCO.975,ONET.262,technical|react|expert,Low,Low,False,None
Q01207,How would you migrate a resource-constrained IoT ecosystem using Adaptability with a globally distributed team? (Variant 1207),Soft Skills,Adaptability,Leadership|Time Management,EXP-CLOU-MID,Mid,Hard,4,Apply,Behavioral,14,ESCO.799,ONET.522,soft skills|adaptability|hard,Low,Low,False,Age
Q01208,How would you refactor a high-traffic web application using API Design while maintaining backward compatibility? (Variant 1208),System Design,API Design,Scalability|Microservices,EXP-DEVO-SEN,Senior,Easy,2,Remember,Technical,13,ESCO.673,ONET.659,system design|api design|easy,Low,Low,False,None
Q01209,How would you architect a distributed microservices architecture using Time Management under strict memory constraints? (Variant 1209),Soft Skills,Time Management,Communication|Leadership,EXP-PROD-SEN,Senior,Hard,4,Create,Situational,10,ESCO.218,ONET.641,soft skills|time management|hard,Medium,Low,False,None
Q01210,How would you migrate a resource-constrained IoT ecosystem using SQL while maintaining backward compatibility? (Variant 1210),Technical,SQL,Docker|SQL,EXP-PROD-SEN,Senior,Easy,2,Evaluate,Technical,5,ESCO.617,ONET.649,technical|sql|easy,Medium,Low,False,None
Q01211,How would you secure a legacy monolithic system using Conflict Resolution with a hard deadline of two weeks? (Variant 1211),Soft Skills,Conflict Resolution,Adaptability|Time Management,EXP-DATA-MID,Mid,Expert,5,Remember,Case Study,7,ESCO.301,ONET.121,soft skills|conflict resolution|expert,Low,Low,False,None
Q01212,How would you secure a distributed microservices architecture using Node.js with limited budget for cloud resources? (Variant 1212),Technical,Node.js,Java|Node.js,EXP-BACK-JUN,Junior,Easy,2,Evaluate,Case Study,6,ESCO.661,ONET.581,technical|node.js|easy,Low,Low,False,None
Q01213,How would you architect a distributed microservices architecture using SaaS during a major compliance audit? (Variant 1213),Domain Knowledge,SaaS,Fintech|Healthcare,EXP-DATA-JUN,Junior,Medium,3,Create,Behavioral,12,ESCO.112,ONET.737,domain knowledge|saas|medium,High,Low,False,Gender
Q01214,How would you implement a high-traffic web application using Time Management with a globally distributed team? (Variant 1214),Soft Skills,Time Management,Communication|Conflict Resolution,EXP-PROD-SEN,Senior,Medium,3,Remember,Situational,4,ESCO.770,ONET.967,soft skills|time management|medium,Low,Low,False,Age
Q01215,How would you refactor a realtime data pipeline using Java while maintaining backward compatibility? (Variant 1215),Technical,Java,Java|JavaScript,EXP-SOFT-JUN,Junior,Easy,2,Create,Case Study,14,ESCO.705,ONET.958,technical|java|easy,Medium,Low,False,None
Q01216,How would you migrate a resource-constrained IoT ecosystem using Python while ensuring 99.99% uptime? (Variant 1216),Technical,Python,AWS|Docker,EXP-QA E-MID,Mid,Hard,4,Remember,Technical,5,ESCO.868,ONET.383,technical|python|hard,Low,Low,False,None
Q01217,How would you refactor a realtime data pipeline using E-commerce during a major compliance audit? (Variant 1217),Domain Knowledge,E-commerce,E-commerce|EdTech,EXP-DEVO-SEN,Senior,Easy,2,Analyze,Situational,15,ESCO.247,ONET.289,domain knowledge|e-commerce|easy,Low,Low,False,None
Q01218,How would you scale a realtime data pipeline using Python under strict memory constraints? (Variant 1218),Technical,Python,Node.js|Java,EXP-ML E-JUN,Junior,Expert,5,Remember,Case Study,6,ESCO.151,ONET.586,technical|python|expert,Low,Low,False,None
Q01219,How would you scale a resource-constrained IoT ecosystem using Database Design with a globally distributed team? (Variant 1219),System Design,Database Design,API Design|Security,EXP-QA E-SEN,Senior,Medium,3,Remember,Situational,6,ESCO.519,ONET.656,system design|database design|medium,Low,Low,False,None
Q01220,How would you design a resource-constrained IoT ecosystem using E-commerce while ensuring 99.99% uptime? (Variant 1220),Domain Knowledge,E-commerce,E-commerce|Healthcare,EXP-CLOU-MID,Mid,Easy,2,Remember,Case Study,6,ESCO.730,ONET.572,domain knowledge|e-commerce|easy,Low,Low,False,None
Q01221,How would you debug an offline-first mobile app backing service using Adaptability while maintaining backward compatibility? (Variant 1221),Soft Skills,Adaptability,Time Management|Leadership,EXP-QA E-SEN,Senior,Expert,5,Remember,Case Study,10,ESCO.245,ONET.290,soft skills|adaptability|expert,Low,Low,False,None
Q01222,How would you optimize a distributed microservices architecture using Fintech while maintaining backward compatibility? (Variant 1222),Domain Knowledge,Fintech,EdTech|E-commerce,EXP-FRON-SEN,Senior,Easy,2,Analyze,Behavioral,10,ESCO.362,ONET.413,domain knowledge|fintech|easy,Low,Low,False,None
Q01223,How would you design a latency-sensitive trading platform using Database Design while maintaining backward compatibility? (Variant 1223),System Design,Database Design,Microservices|API Design,EXP-SOFT-JUN,Junior,Medium,3,Apply,Technical,6,ESCO.701,ONET.376,system design|database design|medium,Medium,Low,False,None
Q01224,How would you implement a resource-constrained IoT ecosystem using Time Management while maintaining backward compatibility? (Variant 1224),Soft Skills,Time Management,Adaptability|Leadership,EXP-PROD-JUN,Junior,Medium,3,Analyze,Situational,8,ESCO.196,ONET.330,soft skills|time management|medium,High,Low,False,None
Q01225,How would you architect a legacy monolithic system using Conflict Resolution while ensuring 99.99% uptime? (Variant 1225),Soft Skills,Conflict Resolution,Conflict Resolution|Adaptability,EXP-BACK-JUN,Junior,Hard,4,Remember,Case Study,3,ESCO.234,ONET.208,soft skills|conflict resolution|hard,Low,Low,False,None
Q01226,How would you scale a highly secure payment gateway using Security under strict memory constraints? (Variant 1226),System Design,Security,Security|API Design,EXP-PROD-SEN,Senior,Expert,5,Evaluate,Case Study,15,ESCO.999,ONET.626,system design|security|expert,Low,Low,False,None
Q01227,How would you optimize a legacy monolithic system using Healthcare during a major compliance audit? (Variant 1227),Domain Knowledge,Healthcare,Fintech|E-commerce,EXP-ML E-SEN,Senior,Easy,2,Evaluate,Behavioral,12,ESCO.133,ONET.602,domain knowledge|healthcare|easy,Low,Low,False,None
Q01228,How would you scale a high-traffic web application using EdTech while ensuring 99.99% uptime? (Variant 1228),Domain Knowledge,EdTech,EdTech|E-commerce,EXP-ML E-JUN,Junior,Medium,3,Understand,Situational,6,ESCO.385,ONET.653,domain knowledge|edtech|medium,Low,Low,False,None
Q01229,How would you optimize a high-traffic web application using Healthcare with a globally distributed team? (Variant 1229),Domain Knowledge,Healthcare,Healthcare|SaaS,EXP-DATA-SEN,Senior,Medium,3,Create,Behavioral,5,ESCO.167,ONET.270,domain knowledge|healthcare|medium,Low,Low,False,None
Q01230,How would you migrate a high-traffic web application using Leadership under strict memory constraints? (Variant 1230),Soft Skills,Leadership,Leadership|Adaptability,EXP-SOFT-JUN,Junior,Expert,5,Understand,Situational,14,ESCO.831,ONET.512,soft skills|leadership|expert,Low,Low,False,None
Q01231,How would you migrate a resource-constrained IoT ecosystem using Microservices under strict memory constraints? (Variant 1231),System Design,Microservices,API Design|Microservices,EXP-SOFT-JUN,Junior,Easy,2,Analyze,Technical,6,ESCO.242,ONET.801,system design|microservices|easy,Low,Low,False,Gender
Q01232,How would you migrate a latency-sensitive trading platform using Scalability with limited budget for cloud resources? (Variant 1232),System Design,Scalability,Security|Microservices,EXP-FRON-SEN,Senior,Expert,5,Analyze,Situational,9,ESCO.350,ONET.141,system design|scalability|expert,Low,Low,False,Gender
Q01233,How would you architect a realtime data pipeline using Node.js while maintaining backward compatibility? (Variant 1233),Technical,Node.js,Docker|JavaScript,EXP-DATA-JUN,Junior,Easy,2,Apply,Behavioral,13,ESCO.718,ONET.668,technical|node.js|easy,Low,Low,False,None
Q01234,How would you migrate a latency-sensitive trading platform using Microservices while maintaining backward compatibility? (Variant 1234),System Design,Microservices,Microservices|Scalability,EXP-PROD-JUN,Junior,Hard,4,Understand,Situational,9,ESCO.520,ONET.130,system design|microservices|hard,Low,Low,False,None
Q01235,How would you secure a legacy monolithic system using SaaS while ensuring 99.99% uptime? (Variant 1235),Domain Knowledge,SaaS,E-commerce|Fintech,EXP-DATA-JUN,Junior,Easy,2,Evaluate,Technical,7,ESCO.759,ONET.838,domain knowledge|saas|easy,Low,Low,False,None
Q01236,How would you architect a realtime data pipeline using EdTech with zero downtime? (Variant 1236),Domain Knowledge,EdTech,Healthcare|Fintech,EXP-DATA-MID,Mid,Expert,5,Understand,Behavioral,11,ESCO.454,ONET.612,domain knowledge|edtech|expert,Medium,Low,False,None
Q01237,How would you secure a realtime data pipeline using Time Management with a globally distributed team? (Variant 1237),Soft Skills,Time Management,Conflict Resolution|Communication,EXP-PROD-MID,Mid,Hard,4,Analyze,Behavioral,3,ESCO.401,ONET.189,soft skills|time management|hard,Low,Low,False,None
Q01238,How would you design a latency-sensitive trading platform using Fintech during a major compliance audit? (Variant 1238),Domain Knowledge,Fintech,E-commerce|Healthcare,EXP-DEVO-SEN,Senior,Easy,2,Apply,Case Study,4,ESCO.132,ONET.162,domain knowledge|fintech|easy,Low,Low,False,None
Q01239,How would you refactor a realtime data pipeline using React during a major compliance audit? (Variant 1239),Technical,React,Kubernetes|Node.js,EXP-FRON-MID,Mid,Medium,3,Analyze,Behavioral,3,ESCO.191,ONET.840,technical|react|medium,Medium,Low,False,Gender
Q01240,How would you debug a latency-sensitive trading platform using Leadership during a major compliance audit? (Variant 1240),Soft Skills,Leadership,Conflict Resolution|Adaptability,EXP-SOFT-JUN,Junior,Expert,5,Create,Case Study,9,ESCO.869,ONET.432,soft skills|leadership|expert,Low,Low,False,None
Q01241,How would you scale a distributed microservices architecture using Communication while maintaining backward compatibility? (Variant 1241),Soft Skills,Communication,Time Management|Adaptability,EXP-PROD-MID,Mid,Hard,4,Analyze,Behavioral,4,ESCO.736,ONET.190,soft skills|communication|hard,Low,Low,False,None
Q01242,How would you scale a realtime data pipeline using Conflict Resolution during a major compliance audit? (Variant 1242),Soft Skills,Conflict Resolution,Adaptability|Time Management,EXP-SOFT-SEN,Senior,Expert,5,Analyze,Technical,5,ESCO.425,ONET.875,soft skills|conflict resolution|expert,Low,Low,False,None
Q01243,How would you troubleshoot a resource-constrained IoT ecosystem using SaaS while maintaining backward compatibility? (Variant 1243),Domain Knowledge,SaaS,SaaS|Healthcare,EXP-QA E-MID,Mid,Expert,5,Understand,Technical,7,ESCO.178,ONET.736,domain knowledge|saas|expert,Medium,Low,False,Age
Q01244,How would you migrate a resource-constrained IoT ecosystem using Fintech while maintaining backward compatibility? (Variant 1244),Domain Knowledge,Fintech,E-commerce|Fintech,EXP-BACK-SEN,Senior,Medium,3,Apply,Behavioral,3,ESCO.522,ONET.211,domain knowledge|fintech|medium,Medium,Low,False,None
Q01245,How would you optimize a legacy monolithic system using Scalability with a globally distributed team? (Variant 1245),System Design,Scalability,Database Design|Scalability,EXP-SOFT-MID,Mid,Hard,4,Create,Case Study,14,ESCO.871,ONET.487,system design|scalability|hard,Low,Low,False,Gender
Q01246,How would you implement a legacy monolithic system using Database Design with a hard deadline of two weeks? (Variant 1246),System Design,Database Design,Scalability|Security,EXP-BACK-JUN,Junior,Medium,3,Remember,Case Study,13,ESCO.807,ONET.383,system design|database design|medium,Medium,Low,False,None
Q01247,How would you debug a realtime data pipeline using Kubernetes with a hard deadline of two weeks? (Variant 1247),Technical,Kubernetes,React|Docker,EXP-PROD-MID,Mid,Easy,2,Create,Case Study,6,ESCO.414,ONET.330,technical|kubernetes|easy,Low,Low,False,None
Q01248,How would you optimize an offline-first mobile app backing service using EdTech while maintaining backward compatibility? (Variant 1248),Domain Knowledge,EdTech,Fintech|SaaS,EXP-ML E-JUN,Junior,Hard,4,Remember,Situational,4,ESCO.936,ONET.203,domain knowledge|edtech|hard,High,Low,False,None
Q01249,How would you refactor a resource-constrained IoT ecosystem using Communication while ensuring 99.99% uptime? (Variant 1249),Soft Skills,Communication,Leadership|Adaptability,EXP-QA E-MID,Mid,Expert,5,Remember,Situational,12,ESCO.861,ONET.640,soft skills|communication|expert,Low,Low,False,None
Q01250,How would you design a legacy monolithic system using Node.js with a hard deadline of two weeks? (Variant 1250),Technical,Node.js,React|Python,EXP-QA E-MID,Mid,Medium,3,Remember,Case Study,11,ESCO.947,ONET.706,technical|node.js|medium,Low,Low,False,Gender
